Date,Price,Open,High,Low,Vol.,Change %
"Jun 29, 2020","9,185.40","9,122.80","9,229.10","9,033.60",401.12K,0.67%
"Jun 28, 2020","9,124.00","9,008.40","9,185.50","8,950.20",329.01K,1.28%
"Jun 27, 2020","9,008.30","9,160.50","9,190.50","8,865.30",441.93K,-1.66%
"Jun 26, 2020","9,160.00","9,247.50","9,296.50","9,060.10",489.84K,-0.95%
"Jun 25, 2020","9,247.50","9,300.80","9,327.30","9,022.60",524.45K,-0.59%
"Jun 24, 2020","9,302.00","9,624.60","9,667.40","9,223.00",515.78K,-3.35%
"Jun 23, 2020","9,624.60","9,683.90","9,715.60","9,581.80",375.49K,-0.61%
"Jun 22, 2020","9,683.70","9,296.50","9,751.90","9,285.80",523.32K,4.17%
"Jun 21, 2020","9,296.40","9,358.80","9,411.20","9,288.50",335.99K,-0.67%
"Jun 20, 2020","9,358.80","9,314.00","9,394.50","9,199.80",383.44K,0.48%
"Jun 19, 2020","9,314.00","9,390.30","9,424.00","9,249.60",478.49K,-0.79%
"Jun 18, 2020","9,388.10","9,464.60","9,480.40","9,289.30",391.67K,-0.81%
"Jun 17, 2020","9,464.60","9,523.60","9,543.60","9,258.20",446.45K,-0.62%
"Jun 16, 2020","9,523.50","9,425.60","9,577.10","9,379.30",545.47K,1.04%
"Jun 15, 2020","9,425.40","9,345.50","9,489.70","8,925.60",750.90K,0.86%
"Jun 14, 2020","9,345.30","9,470.70","9,474.70","9,264.40",311.27K,-1.33%
"Jun 13, 2020","9,471.30","9,466.50","9,484.90","9,369.90",364.97K,0.05%
"Jun 12, 2020","9,466.60","9,283.70","9,547.50","9,249.40",529.28K,1.97%
"Jun 11, 2020","9,283.20","9,878.90","9,945.20","9,139.10",919.30K,-6.03%
"Jun 10, 2020","9,878.80","9,768.80","9,970.90","9,710.70",533.55K,1.13%
"Jun 09, 2020","9,768.80","9,777.70","9,857.20","9,616.60",479.55K,-0.09%
"Jun 08, 2020","9,777.90","9,743.40","9,788.20","9,662.30",431.04K,0.36%
"Jun 07, 2020","9,742.60","9,669.60","9,791.80","9,417.40",549.20K,0.76%
"Jun 06, 2020","9,669.60","9,630.80","9,733.10","9,549.50",370.85K,0.40%
"Jun 05, 2020","9,631.20","9,794.00","9,846.10","9,628.70",527.05K,-1.67%
"Jun 04, 2020","9,794.40","9,667.20","9,864.40","9,490.90",593.66K,1.32%
"Jun 03, 2020","9,667.20","9,527.00","9,667.20","9,421.70",558.12K,1.47%
"Jun 02, 2020","9,527.60","10,190.70","10,207.30","9,347.30",1.06M,-6.49%
"Jun 01, 2020","10,189.30","9,454.50","10,301.80","9,429.70",796.68K,7.77%
"May 31, 2020","9,454.80","9,692.90","9,695.60","9,406.20",645.27K,-2.45%
"May 30, 2020","9,692.50","9,424.80","9,729.90","9,352.70",720.62K,2.84%
"May 29, 2020","9,424.80","9,573.40","9,596.50","9,358.10",814.33K,-1.54%
"May 28, 2020","9,572.20","9,199.80","9,610.80","9,119.20",948.86K,4.06%
"May 27, 2020","9,199.10","8,842.30","9,210.90","8,818.60",810.89K,4.03%
"May 26, 2020","8,842.50","8,897.70","8,994.60","8,713.90",784.92K,-0.63%
"May 25, 2020","8,898.20","8,728.00","8,959.50","8,666.10",941.89K,1.95%
"May 24, 2020","8,728.20","9,177.90","9,292.00","8,724.10",1.11M,-4.89%
"May 23, 2020","9,177.00","9,169.80","9,303.20","9,098.90",812.56K,0.08%
"May 22, 2020","9,169.70","9,058.20","9,253.50","8,952.10",914.59K,1.22%
"May 21, 2020","9,059.00","9,511.60","9,567.10","8,833.60",1.41M,-4.76%
"May 20, 2020","9,512.30","9,773.00","9,829.30","9,368.40",1.15M,-2.67%
"May 19, 2020","9,773.30","9,730.80","9,883.90","9,498.70",1.16M,0.44%
"May 18, 2020","9,730.70","9,678.40","9,930.20","9,524.40",1.18M,0.55%
"May 17, 2020","9,677.70","9,376.60","9,866.00","9,327.80",1.18M,3.18%
"May 16, 2020","9,379.50","9,318.10","9,579.00","9,233.00",1.10M,0.66%
"May 15, 2020","9,318.00","9,778.60","9,819.60","9,223.20",1.56M,-4.71%
"May 14, 2020","9,778.40","9,298.70","9,887.50","9,265.80",1.77M,5.16%
"May 13, 2020","9,298.70","8,813.90","9,384.60","8,799.10",1.50M,5.50%
"May 12, 2020","8,813.80","8,569.80","8,964.50","8,542.80",1.35M,2.73%
"May 11, 2020","8,579.80","8,737.60","9,129.60","8,235.60",2.29M,-1.82%
"May 10, 2020","8,738.80","9,553.90","9,569.40","8,259.30",2.47M,-8.54%
"May 09, 2020","9,554.60","9,806.00","9,910.50","9,533.60",1.49M,-2.57%
"May 08, 2020","9,806.20","9,980.10","10,018.20","9,731.40",1.42M,-1.74%
"May 07, 2020","9,979.80","9,152.70","10,033.00","9,064.80",1.91M,9.05%
"May 06, 2020","9,151.40","9,000.60","9,373.70","8,923.60",1.62M,1.67%
"May 05, 2020","9,001.00","8,874.20","9,078.70","8,800.40",1.05M,1.42%
"May 04, 2020","8,874.70","8,885.50","8,945.50","8,553.20",1.12M,-0.12%
"May 03, 2020","8,885.50","8,966.20","9,169.90","8,742.20",1.15M,-0.90%
"May 02, 2020","8,966.30","8,821.60","8,986.20","8,771.30",890.34K,1.64%
"May 01, 2020","8,821.60","8,628.60","9,040.30","8,621.00",1.11M,2.23%
"Apr 30, 2020","8,629.00","8,770.60","9,437.50","8,425.50",2.04M,-1.62%
"Apr 29, 2020","8,770.90","7,746.70","8,918.50","7,729.70",1.83M,13.22%
"Apr 28, 2020","7,746.90","7,766.00","7,770.10","7,655.30",808.09K,-0.25%
"Apr 27, 2020","7,766.00","7,679.40","7,768.50","7,637.70",980.50K,1.13%
"Apr 26, 2020","7,678.90","7,540.40","7,679.40","7,520.50",921.59K,1.84%
"Apr 25, 2020","7,540.40","7,503.90","7,684.60","7,451.00",861.93K,0.49%
"Apr 24, 2020","7,503.80","7,491.30","7,583.50","7,423.50",951.95K,0.20%
"Apr 23, 2020","7,488.50","7,112.80","7,655.40","7,036.50",1.34M,5.28%
"Apr 22, 2020","7,112.90","6,842.50","7,137.40","6,821.80",914.18K,3.95%
"Apr 21, 2020","6,842.50","6,833.40","6,919.30","6,774.30",892.57K,0.13%
"Apr 20, 2020","6,833.50","7,122.90","7,207.50","6,771.20",1.26M,-4.06%
"Apr 19, 2020","7,122.90","7,230.90","7,238.00","7,079.10",5.93M,-1.49%
"Apr 18, 2020","7,230.80","7,035.90","7,259.40","7,031.50",796.45K,2.77%
"Apr 17, 2020","7,035.80","7,085.50","7,142.80","7,005.80",810.10K,-0.70%
"Apr 16, 2020","7,085.60","6,629.10","7,159.70","6,520.50",1.54M,6.89%
"Apr 15, 2020","6,629.10","6,851.30","6,929.50","6,615.90",1.00M,-3.24%
"Apr 14, 2020","6,850.90","6,841.80","6,970.80","6,768.60",999.53K,0.14%
"Apr 13, 2020","6,841.30","6,918.10","6,920.30","6,618.50",1.25M,-1.10%
"Apr 12, 2020","6,917.60","6,867.90","7,158.80","6,785.10",1.10M,0.73%
"Apr 11, 2020","6,867.80","6,862.70","6,931.40","6,765.10",845.58K,0.07%
"Apr 10, 2020","6,863.10","7,289.00","7,294.40","6,756.10",1.37M,-5.84%
"Apr 09, 2020","7,289.00","7,361.10","7,361.10","7,140.30",963.55K,-0.98%
"Apr 08, 2020","7,361.20","7,185.60","7,396.10","7,153.10",983.94K,2.45%
"Apr 07, 2020","7,185.20","7,332.30","7,440.30","7,101.70",1.32M,-2.01%
"Apr 06, 2020","7,332.30","6,772.80","7,335.00","6,770.10",1.53M,8.26%
